,qid,question,options,answer,correct_option,format,rule,response_option
498,6902,"Methenamine is used to prevent bacterial infection of the urinary tract agents, but its lack of systemic antibacterial effect, why not?","{'0': 'Oral not absorbed into the blood circulation', '1': 'Rapidly metabolized by the liver enzymes', '2': 'In the low pH urine can be converted to formaldehyde', '3': 'A large number bound to plasma proteins'}",In the low pH urine can be converted to formaldehyde,2,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Oral not absorbed into the blood circulation', 'R1': 'results in', 'B': 'lack of systemic antibacterial effect'},
    },
}
```",Rule1,0
499,6917,"A 48-year-old woman comes to the physician because of intermittent pain in her neck, right shoulder, and arm, as well as a tingling sensation in her right hand. She first noticed her symptoms after she got off a rollercoaster ride 2 months ago. Physical examination shows weakness when extending the right wrist against resistance. An MRI of the head and neck is shown. This patient's condition is most likely the result of nerve root compression by a structure derived from which of the following embryologic layers?","{'0': 'Neural crest', '1': 'Notochord', '2': 'Neural tube', '3': 'Surface ectoderm'}",Notochord,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'rollercoaster ride', 'R3': 'leads to', 'B': 'nerve root compression'},
    },
}
```",Rule2,0
500,6929,In expansion screws an expansion of 90° causes an expansion of:,"{'0': '0.20 mm', '1': '0.10 mm', '2': '0.36 mm', '3': '0.09 mm'}",0.20 mm,0,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'expansion of 90°', 'R1': 'causes', 'B': 'expansion of 0.36 mm'},
    },
}
```",Rule1,2
501,6966,"Rare genetic diseases Medium-chain acyl-CoA dehydrogenase gene mutations can cause fatty liver, low blood sugar, Octanoic acid accumulation in the blood, lethargy, vomiting and coma. The following functions are related to the enzyme of the narrative, what's right?","{'0': 'Action The enzyme of the fatty acid is transported into mitochondria', '1': 'The enzyme acts on ω-oxidation', '2': 'The role of the enzyme fatty acid is gradually converted to Pyruvate', '3': ""The role of the enzyme fatty acid is gradually transformed into Acetyl-CoA 31 of the following statements about Lesch-Nyhan syndrome, and what's wrong?""}","The role of the enzyme fatty acid is gradually transformed into Acetyl-CoA 31 of the following statements about Lesch-Nyhan syndrome, and what's wrong?",3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule3',
        'value': {'A': 'Medium-chain acyl-CoA dehydrogenase gene mutations', 'R3': 'cause', 'B': 'fatty liver, low blood sugar, Octanoic acid accumulation in the blood, lethargy, vomiting and coma'},
    },
}
```",Rule3,3
502,6969,"A 1-year-old girl is brought to the physician because of fever and crying while passing urine for 2 days. She was born at term and has been healthy since. Three months ago, she was treated for a urinary tract infection with oral cefixime. Her temperature is 39°C (102.2°F), pulse is 144/min, and blood pressure is 85/40 mm Hg. Physical examination shows no abnormalities. Her leukocyte count is 14,000/mm3. Urine dipstick shows leukocyte esterase and nitrites; urinalysis shows WBCs and gram-negative rods. Urine culture results are pending. Renal ultrasonography shows hydronephrosis of the left kidney. Empirical antimicrobial therapy is initiated, following which the patient's symptoms improve. Which of the following is the most appropriate next step in diagnosis?","{'0': 'Intravenous pyelography', '1': 'Dynamic renal scintigraphy', '2': 'Urodynamic testing', '3': 'Voiding cystourethrography'}",Voiding cystourethrography,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Urinary tract infection', 'R3': 'leads to', 'B': 'Hydronephrosis'},
    },
}
```",Rule2,3
503,6970,Lidocaine is used more commonly in dentistry because :,"{'0': 'Causes less depression of CNS.', '1': 'Causes less cardiovascular collapse.', '2': 'Causes lesser incidence of allergic reactions.', '3': 'Is 50 times more potent then procaine.'}",Causes lesser incidence of allergic reactions.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Lidocaine', 'R3': 'causes', 'B': 'lesser incidence of allergic reactions'},
    },
}
```",Rule1,2
504,7014,"When alginate is mixed with tap water having high calcium sulfate and magnesium, what happens?","{'0': 'Retardation of setting retardation', '1': 'Permanent deformation of alginate', '2': 'Acceleration of setting reaction', '3': 'Weakened stone dies'}",Acceleration of setting reaction,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'high calcium sulfate and magnesium in tap water', 'R3': 'cause', 'B': 'acceleration of setting reaction'},
    },
}
```",Rule2,2
505,7018,"A 64-year-old man comes to the physician because of a 1-month history of progressively worsening back pain that wakes him up at night. He also reports symptoms of urinary urgency and a weak urine stream. He has no history of serious illness and takes no medications. Rectal examination shows an enlarged and hardened prostate with a nodular surface. After further evaluation and confirmation of the diagnosis, he is started on a new drug. Initially, there is an increase in serum testosterone and dihydrotestosterone levels, followed by a sustained decrease in both serum hormone levels. Treatment with which of the following drugs was most likely initiated in this patient?","{'0': 'Leuprolide', '1': 'Finasteride', '2': 'Ketoconazole', '3': 'Cyproterone acetate'}",Leuprolide,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Leuprolide', 'R3': 'increase the risk of', 'B': 'initial increase in testosterone levels'},
    },
}
```",Rule2,0
506,7028,"A 5-year-old boy, because of congenital bilateral VUR bladder lead to chronic kidney disease. Physical examination found: Boys height 100 cm, weight 20 kg. Blood measured blood urea nitrogen (BUN) value of 56 mg / dL; serum creatinine level 1.2 mg / dL. Please estimate the glomerular filtration rate, and according to the stage of chronic kidney disease, renal function to determine the current boys belong to the first of several of chronic kidney disease?","{'0': 'The first phase', '1': 'the second term', '2': 'Phase III', '3': 'Phase IV'}",Phase III,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'congenital bilateral VUR', 'R3': 'leads to', 'B': 'chronic kidney disease'},
    },
}
```",Rule2,2
507,7049,A 59-year-old woman with stage IV lung cancer comes to the physician because of progressively worsening weakness in the past 3 months. She has had a 10.5-kg (23-lb) weight loss during this period. Her BMI is 16 kg/m2. She appears thin and has bilateral temporal wasting. Which of the following is the most likely primary mechanism underlying this woman's temporal muscle atrophy?,"{'0': 'Cytochrome c-mediated activation of proteases', '1': 'Lipase-mediated degradation of triglycerides', '2': 'TNF-α-mediated activation of caspases', '3': 'Proteasomal degradation of ubiquitinated proteins'}",Proteasomal degradation of ubiquitinated proteins,3,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'TNF-α', 'R3': 'leads to', 'B': 'activation of caspases'},
    },
}
```",Rule2,2
508,7061,A 6-year-old African American girl is brought to the physician by her mother because she has recently developed axillary and pubic hair. She also has multiple pustules on her forehead and has had oily skin for 3 months. Her mother reports that she recently bought some deodorant for the girl because of her body odor. Her mother has hypothyroidism. She is at the 95th percentile for height and the 99th percentile for weight and BMI. Her vital signs are within normal limits. She has no palpable glandular breast tissue. There is coarse hair under both axilla and sparse dark hair on the mons pubis and along the labia majora. Which of the following is the most likely explanation for this patient's examination findings?,"{'0': 'High levels of insulin', '1': 'Adrenal enzyme deficiency', '2': 'Pituitary tumor', '3': 'Ovarian cyst'}",High levels of insulin,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Adrenal enzyme deficiency', 'R3': 'leads to', 'B': 'early adrenarche'},
    },
}
```",Rule2,1
509,7123,"A 4-year-old girl is brought to the physician because of a nonpruritic, painless rash on her face for 5 days. She was born at term and has been healthy since. Her 62-year-old maternal grandmother has bullous pemphigoid. Her development is adequate for her age and immunizations are up-to-date. She appears healthy and well-nourished. Her temperature is 37°C (98.6°F) and pulse is 90/min. Examination shows a nontender rash on the right side of the patient's face. An image of the patient's lower face is shown. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?","{'0': 'Potassium hydroxide preparation', '1': 'Oral cephalexin therapy', '2': 'Skin biopsy', '3': 'Topical mupirocin therapy'}",Topical mupirocin therapy,3,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'nonpruritic, painless rash', 'R3': 'leads to', 'B': 'skin biopsy'},
    },
}
```",Rule1,2
510,7164,A positive result in the Voges Proskauer test indicates that the bacteria:,"{'0': 'Performs an acid-mixed fermentation.', '1': 'It is non-fermenting.', '2': 'Performs the fermentation butylene glycol (2,3 butanediol).', '3': 'It is not an enterobacteria.'}","Performs the fermentation butylene glycol (2,3 butanediol).",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Voges Proskauer test', 'R3': 'indicates', 'B': 'fermentation butylene glycol (2,3 butanediol)'},
    },
}
```",Rule1,2
511,7168,Which fungus is most commonly associated with orbital cellulitis in patients with diabetic ketoacidosis.,"{'0': 'Candida', '1': 'Mucor', '2': 'Aspergillus', '3': 'Rhizopus'}",Aspergillus,2,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'diabetic ketoacidosis', 'R3': 'associated with', 'B': 'Mucor'},
    },
}
```",Rule2,1
512,7210,"A 22-year-old man presents to the emergency department for chest pain. He says that the chest pain began a few hours prior to presentation and is associated with nausea, abdominal discomfort, and sweating. He has experienced similar symptoms multiple times in the past, which brings him great concern because he believes he may be having a heart attack. This concern has persisted for 2 months. This has caused him to avoid taking long train rides or driving on divided highways. Approximately 7 months ago his parents divorced. Medical history is significant for obesity. He denies any medications or illicit drug use. Physical examination is unremarkable. An electrocardiogram demonstrates sinus tachycardia with a pulse of 110/min. Which of the following is most likely the diagnosis?","{'0': 'Adjustment disorder', '1': 'Illness anxiety disorder', '2': 'Panic disorder', '3': 'Specific phobia'}",Panic disorder,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'chest pain and associated symptoms', 'R3': 'leads to', 'B': 'concern about having a heart attack'},
    },
}
```",Rule2,2
513,7228,"Question linked to image nº9 50-year-old man, diabetic and overweight. He went to the Emergency Department for retrosternal pain and in the jaw, lasting 3 hours, while he slept. When I arrived at the Emergency Room I had this electrocardiogram. Which is the diagnosis?","{'0': 'Acute anteroseptal infarction.', '1': 'Acute pericarditis', '2': 'Lower infarction.', '3': 'Acute inferolateral infarction.'}",Acute inferolateral infarction.,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Diabetes and overweight', 'R3': 'increase the risk of', 'B': 'Acute anteroseptal infarction'},
    },
}
```",Rule2,0
514,7231,"During the postoperative period, the patient with an amputation should be instructed that the residual limb, after the first 24 hours, should not be routinely elevated because:","{'0': 'That position reduces the development of phantom pain.', '1': 'The unnecessary movement of the limb can cause dehiscence of the wound.', '2': 'Can promote contracture in flexion.', '3': 'This position promotes the formation of clots at the site of the incision.'}",Can promote contracture in flexion.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'elevation of the residual limb', 'R3': 'can promote', 'B': 'contracture in flexion'},
    },
}
```",Rule2,2
515,7248,"20 year old man injured his right knee accept the X-ray photography. The figures are X-ray photographic image, the most likely diagnosis Why?","{'0': 'fibrous dysplasia', '1': 'hereditary multiple exostoses', '2': 'osteogenic sarcoma', '3': 'eosinophilic granuloma'}",hereditary multiple exostoses,1,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'injury', 'R3': 'leads to', 'B': 'osteogenic sarcoma'},
    },
}
```",Rule1,2
516,7257,"40 a 32-year-old woman, complained of fatigue easily for many years, even after the rest still feel fatigue, muscle and joint pain complained multiple body, and there is the case of nausea and loss of appetite, insomnia and weight loss does not occasionally feel numbness transfer type because of discomfort, patients around a doctor, had three years without work. Physical examination no joint swelling, nor neurological and other anomalies found in the differential diagnosis, which of the following less important?
","{'0': 'Arrangements for general health check', '1': 'Assessment of family functioning and social resources', '2': 'Assess the patient stressful life events', '3': 'And the relationship between doctors and patients understand the adjustment for patients with diseases of the past'}",Arrangements for general health check,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'fatigue', 'R3': 'leads to', 'B': 'assessment of family functioning and social resources'},
    },
}
```",Rule2,1
517,7262,"Face 30-year-old male disease, because the left eye discomfort, red eyes, photophobia merger phenomenon for about one day, ⾄ emergency treatment. Which of the following diagnosis less likely to:","{'0': 'Acute conjunctivitis (acute conjunctivitis)', '1': 'Iritis (uveitis)', '2': 'Corner of meningitis (keratitis)', '3': 'Acute glaucoma (acute glaucoma)'}",Acute conjunctivitis (acute conjunctivitis),0,"```json
{
    'option':  '2',
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'red eyes', 'R3': 'leads to', 'B': 'keratitis'},
    },
}
```",Rule2,
518,7263,"Background: There is a lack of consensus about whether the initial imaging method for patients with suspected nephrolithiasis should be computed tomography (CT) or ultrasonography.
Methods: In this multicenter, pragmatic, comparative effectiveness trial, we randomly assigned patients 18 to 76 years of age who presented to the emergency department with suspected nephrolithiasis to undergo initial diagnostic ultrasonography performed by an emergency physician (point-of-care ultrasonography), ultrasonography performed by a radiologist (radiology ultrasonography), or abdominal non-contrast CT. Subsequent management, including additional imaging, was at the discretion of the physician. We compared the three groups with respect to the 30-day incidence of high-risk diagnoses with complications that could be related to missed or delayed diagnosis and the 6-month cumulative radiation exposure. Secondary outcomes were serious adverse events, related serious adverse events (deemed attributable to study participation), pain (assessed on an 11-point visual-analog scale, with higher scores indicating more severe pain), return emergency department visits, hospitalizations, and diagnostic accuracy.
Results: A total of 2759 patients underwent randomization: 908 to point-of-care ultrasonography, 893 to radiology ultrasonography, and 958 to non-contrast CT abdomen The incidence of high-risk diagnoses with complications in the first 30 days was low (0.4%) and did not vary according to imaging method. The mean 6-month cumulative radiation exposure was significantly lower in the ultrasonography groups than in the CT group (p < 0.001). Serious adverse events occurred in 12.4% of the patients assigned to point-of-care ultrasonography, 10.8% of those assigned to radiology ultrasonography, and 11.2% of those assigned to CT (p = 0.50). Related adverse events were infrequent (incidence, 0.4%) and similar across groups. By 7 days, the average pain score was 2.0 in each group (p = 0.84). Return emergency department visits, hospitalizations, and diagnostic accuracy did not differ significantly among the groups.
Conclusions: Initial ultrasonography was associated with lower cumulative radiation exposure than initial CT, without significant differences in high-risk diagnoses with complications, serious adverse events, pain scores, return emergency department visits, or hospitalizations.
If the conclusion stated above was, in fact, due to the earlier detection of nephrolithiasis in patients undergoing point of care ultrasound, what type of bias would this exemplify?","{'0': 'Measurement bias', '1': 'Recall bias', '2': 'Lead-time bias', '3': 'Selection bias'}",Measurement bias,0,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'earlier detection of nephrolithiasis', 'R3': 'leads to', 'B': 'lower cumulative radiation exposure'},
    },
}
```",Rule2,2
519,7303,"35 year old woman, G1P0, 16 weeks gestation accepted amniocentesis to check the chromosome, then Down syndrome (Down syndrome) incidence why, please elected the following four of the most likely rates?","{'0': 'Four percent', '1': 'Four thousandths', '2': 'Four ten thousandths', '3': 'One hundred and four thousand per'}",Four thousandths,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Amniocentesis', 'R1': 'results in', 'B': 'Detection of Down syndrome'},
    },
}
```",Rule1,1
520,7321,"A 28-year-old woman because for a long time clubbing and cyanosis of the extremities to the hospital for treatment. Arterial blood gas analysis was: pH 7.45, PaO2 50 mmHg, PaCO2 35 mmHg, HCO3- 24 mmol / L (non-oxygen), the hematocrit of 65%. After administration of breathing pure oxygen for 30 minutes and arterial blood gas analysis results: pH 7.4, PaO2 195 mmHg, PaCO2 39 ​​mmHg, HCO3- 24 mmol / L, chest X-rays and pulmonary function tests are normal. This mechanism is most likely caused by low blood oxygen of the patient why?","{'0': 'Hypoventilation', '1': 'Ventilation perfusion ratio abnormalities', '2': 'Shunting of blood', '3': 'Pulmonary diffusion barrier'}",Shunting of blood,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Shunting of blood', 'R3': 'results in', 'B': 'low blood oxygen'},
    },
}
```",Rule2,2
521,7354,"A 75-year-old man is brought to the emergency room because of dizziness and palpitations for the past hour. His pulse is 185/min and blood pressure is 100/52 mm Hg. An ECG shows a narrow-complex, regular tachycardia without P waves. A drug is administered that activates cardiac potassium channels and causes transient atrioventricular block. Which of the following adverse effects is most likely to occur?","{'0': 'Chest pain', '1': 'Dry cough', '2': 'Perioral paresthesia', '3': 'Yellow vision'}",Chest pain,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'drug administration', 'R3': 'causes', 'B': 'chest pain'},
    },
}
```",Rule2,0
522,7373,Which of the following alterations can cause a driving deafness ?:,"{'0': 'Tympanic perforation.', '1': 'Acoustic neuroma', '2': 'Ototoxic drugs.', '3': 'Overexposure to noise.'}",Tympanic perforation.,0,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Overexposure to noise', 'R1': 'cause', 'B': 'driving deafness'},
    },
}
```",Rule1,3
523,7396,Which of the following disorder of mother leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella,"{'0': 'ab', '1': 'cd', '2': 'bd', '3': 'ac'}",cd,1,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Rubella', 'R3': 'leads to', 'B': 'microcephaly in baby'},
    },
}
```",Rule2,3
524,7411,"A 35-year-old woman that is currently being treated for chronic hepatitis C comes to the physician because of progressive fatigue for 10 days. Examination shows pale conjunctivae. Her hemoglobin concentration is 10.1 g/dL, serum total bilirubin concentration is 1.9 mg/dL, and LDH is 259 U/L (N = 45–90 U/L). Which of the following mechanisms most likely contributes to the efficacy of this patient's pharmacotherapy?","{'0': 'Activation of leukocytes', '1': 'Inhibition of reverse transcriptase', '2': 'Inhibition of RNA polymerase', '3': 'Decreased GMP synthesis'}",Decreased GMP synthesis,3,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Inhibition of RNA polymerase', 'R3': 'contributes to', 'B': 'efficacy of this patient\'s pharmacotherapy'},
    },
}
```",Rule1,2
525,7419,"A 78-year-old man was sent to the emergency room because of unconsciousness, blood pressure 70/35 mmHg, heart rate 42 / min, respiration 18 / min. In addition to immediately give the patient oxygen outside, then how to deal with the most appropriate?","{'0': 'Paste immediately ready pacemaker transdermal (transcutaneous pacemaker), if no epinephrine or dopamine may be used to elevate the heart rate and blood pressure', '1': 'Shock patients, should be physiological saline (normal saline) 500 ml, 12 do lead ECG rhythm analysis', '2': 'First observed for 5 minutes, slow heartbeat begin to find out why, in order to prescribe the right medicine', '3': 'Without delay, immediately consultation cardiologist placed a temporary transvenous pacemaker (temporary transvenous pacemaker)'}","Paste immediately ready pacemaker transdermal (transcutaneous pacemaker), if no epinephrine or dopamine may be used to elevate the heart rate and blood pressure",0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'unconsciousness', 'R3': 'leads to', 'B': 'need for immediate intervention with pacemaker or medication'},
    },
}
```",Rule2,0
526,7470,The use of the Zeeman effect for the correction of the fund is based on:,"{'0': 'The absorption of the background is mainly due to spectral interferences, which are affected by the presence of a polarized magnetic field, unlike what happens if there is no spectral interference.', '1': 'The absorption of the fund due, fundamentally, to the presence of refractory particles, this affected by the presence of a magnetic field.', '2': 'The absorption of the fund is mainly due to dispersions and molecular absorption, which is not affected by the presence of a magnetic field, contrary to what happens with atomic absorption.', '3': 'The absorption of the background is mainly due to polarized radiation, which is affected by the presence of a magnetic field, contrary to what happens with the hollow cathode lamp.'}","The absorption of the fund is mainly due to dispersions and molecular absorption, which is not affected by the presence of a magnetic field, contrary to what happens with atomic absorption.",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'dispersions and molecular absorption', 'R3': 'not affected by', 'B': 'presence of a magnetic field'},
    },
}
```",Rule2,2
527,7476,"A 46-year-old man is brought to the emergency department for evaluation of altered mental status. He was found on the floor in front of his apartment. He is somnolent but responsive when aroused. His pulse is 64/min, respiratory rate is 15/min, and blood pressure is 120/75 mm Hg. On physical examination, an alcoholic smell and slurred speech are noted. Neurological exam shows diminished deep tendon reflexes bilaterally and an ataxic gait. His pupils are normal. Blood alcohol concentration is 0.04%. An ECG shows no abnormalities. Which of the following is the most likely cause of this patient's symptoms?","{'0': 'Hypoglycemia', '1': 'Ethanol intoxication', '2': 'Cannabis intoxication', '3': 'Benzodiazepine intoxication\n""'}","Benzodiazepine intoxication
""",3,"```json
{
    ""option"": 3,
    {
        ""conversion_rule"": ""Rule1"",
        ""value"": {""A"": ""Benzodiazepine intoxication"", ""R3"": ""causes"", ""B"": ""altered mental status and diminished deep tendon reflexes""}
    }
}
```",Rule1,3
528,7483,A 6-year-old boy is brought to the physician for evaluation of bilateral erythematous skin lesions on the flexures of the elbows and knees. He has been scratching the areas frequently. He has had similar lesions intermittently for the last 2 years. A photograph of the lesions on the back of the knees is shown. This patient's skin lesions are most likely associated with which of the following?,"{'0': 'Reversible decrease in FEV1/FVC ratio', '1': 'IgA anti-tissue transglutaminase antibodies', '2': 'Hepatocyte infection with hepatitis C virus', '3': 'Pencil-in-cup deformity of the fingers'}",Reversible decrease in FEV1/FVC ratio,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'bilateral erythematous skin lesions', 'R3': 'associated with', 'B': 'Reversible decrease in FEV1/FVC ratio'},
    },
}
```",Rule2,0
529,7487,"A 48-year-old man presents to his primary care physician concerned about his weight. He states he has been gaining weight though does not feel he has changed his diet. The patient also states he has felt fatigued lately and not himself. He denies taking any medications or using any illicit substances at baseline. His temperature is 99.2°F (37.3°C), blood pressure is 177/108 mmHg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air. Physical exam is notable for an obese man with striae on his abdomen. A 24-hour urine free cortisol is collected and demonstrates an elevated cortisol level; however, a high dose of dexamethasone when administered results in no attenuation of cortisol release. A CT scan of the abdomen is within normal limits. Which of the following is associated with the most likely diagnosis?","{'0': 'Adrenal adenoma', '1': 'Decreased ACTH level', '2': 'Enlargement of the facial bones', '3': 'History of smoking'}",History of smoking,3,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Cushing's syndrome', 'R3': 'results in', 'B': 'Decreased ACTH level'},
    },
}
```",Rule2,1
530,7512,"A 55-year-old woman visits her primary care provider for concerns of frequent headaches. She complains of recurrent headaches and involuntary weight loss, which she attributes to a constant pain along the right side of her jaw that occasionally radiates to her right eye. Her past medical history includes diabetes mellitus type 2 and chronic glomerulonephritis resulting in stage II chronic kidney disease. Her mother passed away in her 70s and had been diagnosed with multiple sclerosis at the age of 50. Today, her blood pressure is 135/90 mm Hg, heart rate is 88/min, respiratory rate is 15/min, and temperature is 36.6°C (97.9°F). The right side of her face is painful to palpation from her jaw to the right side of her scalp. Which of the symptoms below is most commonly associated with the patient’s condition?","{'0': 'Limb muscle weakness', '1': 'Neck stiffness', '2': 'Diplopia', '3': 'Shock-like pain in face'}",Neck stiffness,1,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'frequent headaches', 'R3': 'associated with', 'B': 'shock-like pain in face'},
    },
}
```",Rule1,3
531,7528,What effect does the emission of an alpha particle produce on the emitting atom ?:,"{'0': 'The formation of a divalent anion.', '1': 'The formation of an atom with an atomic number a higher unit.', '2': 'The formation of an atom with an atomic number a lower unit.', '3': 'The formation of an atom with an atomic number two units lower.'}",The formation of an atom with an atomic number two units lower.,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'emission of an alpha particle', 'R3': 'results in', 'B': 'formation of an atom with an atomic number two units lower'},
    },
}
```",Rule1,3
532,7529,Weakest phase of low copper Amalgam leads to:,"{'0': 'Galvanic corrosion', '1': 'Penetrating corrosion', '2': 'Stress corrosion', '3': 'Crevice corrosion'}",Penetrating corrosion,1,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Weakest phase of low copper Amalgam', 'R3': 'leads to', 'B': 'Stress corrosion'},
    },
}
```",Rule1,2
533,7537,"A previously healthy 16-year-old boy comes to the physician because of a 5-day history of pain at the back of his left ankle. His mother had a myocardial infarction at 54 years. His BMI is 23 kg/m2. There is tenderness above the left posterior calcaneus and a firm, 3-cm, skin-colored nodule that moves with the left Achilles tendon. A photomicrograph from a biopsy of the nodule is shown. Serum studies in this patient are most likely to show increased levels of which of the following?","{'0': 'Rheumatoid factor', '1': 'Angiotensin converting enzyme', '2': 'Low-density lipoprotein', '3': 'Triglycerides'}",Low-density lipoprotein,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Familial hypercholesterolemia', 'R3': 'leads to', 'B': 'Increased low-density lipoprotein'},
    },
}
```",Rule1,2
534,7543,What will happen if MTA is mixed for more than 4 minutes?,"{'0': 'Compressive strength decreases', '1': 'Fastens setting time', '2': 'Apical barrier formation is defective', '3': 'Dehydration of mass occurs'}",Dehydration of mass occurs,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'MTA is mixed for more than 4 minutes', 'R1': 'results in', 'B': 'Compressive strength decreases'},
    },
}
```",Rule1,0
535,7577,"Female with blood sugar of 600 mg% and sodium of 110 mEq. Insulin was given, what will happen to serum sodium levels ?","{'0': 'Sodium increase', '1': 'Sodium decrease', '2': 'Sodium unaffected', '3': 'Relative sodium deficiency'}",Sodium increase,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Insulin', 'R3': 'leads to', 'B': 'Sodium increase'},
    },
}
```",Rule2,0
536,7598,"Isabel has three sons and one daughter (María), all of whom are healthy. A brother and a maternal uncle of Isabel died because they were affected by Duchenne's disease; a recessive disease linked to the X chromosome. Currently, Maria wants to become pregnant and wants to know the risk of transmitting the disease to her offspring. With the data collected, what is the probability that Maria is a carrier of Duchenne's disease?","{'0': '2/3.', '1': '1/2', '2': '1/4', '3': 'Less than 1/4.'}",2/3.,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'X-linked recessive inheritance', 'R3': 'leads to', 'B': 'carrier status in females'},
    },
}
```",Rule2,0
537,7600,"Right wrist joint pain and swelling 32 24-year-old male has two months ago. I do not remember his right hand had been injured, although after taking anti-inflammatory tablets analgesic effect, but the joints getting worse and can not bend. X-ray figures. Joint fluid extraction examination revealed: WBC mg / dL, no crystallization was found microscopic observation. The most appropriate diagnosis Why?","{'0': 'Rheumatoid arthritis', '1': 'Calcium pyrophosphate dihydrate deposition disease', '2': 'Infectious arthritis', '3': 'Complex regional pain syndrome'}",Infectious arthritis,2,"```json
{
    'option':  '2',
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Infectious arthritis', 'R3': 'results in', 'B': 'joint pain and swelling'},
    },
}
```",Rule2,
538,7637,Question linked to image No. 19 A 77-year-old man found at home with right hemiplegia and global aphasia. Last seen asymptomatic 20 hours before. Cranial CT shown. Point out the CORRECT answer:,"{'0': 'The image does not allow to determine the time of ischemia; it could have been only a few minutes since the deficit appeared.', '1': 'Does not meet criteria for the administration of fibrinolytic treatment.', '2': 'Admission to a stroke unit is not indicated in this patient.', '3': 'Given the size of the infarction, a decompressive craniectomy should be considered before cerebral edema appears.'}",Does not meet criteria for the administration of fibrinolytic treatment.,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Cranial CT findings', 'R3': 'do not meet criteria for', 'B': 'fibrinolytic treatment'},
    },
}
```",Rule2,1
